arber_LUFTTEMPERATUR,arber_NIEDERSCHLAGSHOEHE,arber_DAMPFDRUCK,arber_NIEDERSCHLAGSHOEHE_IND,arber_SCHNEEHOEHE,schorndorf_LUFTTEMPERATUR,schorndorf_NIEDERSCHLAGSHOEHE,schorndorf_DAMPFDRUCK,schorndorf_NIEDERSCHLAGSHOEHE_IND,schorndorf_SCHNEEHOEHE,straubing_LUFTTEMPERATUR,straubing_NIEDERSCHLAGSHOEHE,straubing_DAMPFDRUCK,straubing_NIEDERSCHLAGSHOEHE_IND,straubing_SCHNEEHOEHE
5.0,0.0,2.9,0,58,-0.2,0.0,5.4,0.0,0.0,-2.0,0.0,4.9,7.0,0.0
5.3,0.0,2.6,0,53,-1.1,0.0,5.0,0.0,0.0,-2.1,0.0,5.2,7.0,0.0
2.8,0.0,2.7,0,53,-2.1,0.0,4.4,0.0,0.0,-2.1,0.0,4.8,0.0,0.0
3.4,0.0,3.3,0,53,-1.9,0.0,4.5,0.0,0.0,-2.0,0.0,4.7,0.0,0.0
5.0,0.0,3.1,0,50,-1.8,0.0,4.5,0.0,0.0,-2.9,0.0,4.6,0.0,0.0
4.0,0.0,3.6,0,50,-0.2,0.0,5.3,0.0,0.0,-2.7,0.0,4.6,0.0,0.0
4.1,0.0,5.5,0,48,-0.6,0.0,5.3,6.0,0.0,-1.4,0.0,5.2,6.0,0.0
1.5,0.3,4.9,7,46,-0.4,0.1,5.6,6.0,0.0,-1.0,0.1,5.5,6.0,0.0
-0.6,2.8,5.7,8,44,1.2,0.3,5.7,6.0,0.0,-0.1,2.9,5.8,6.0,0.0
-5.7,0.0,4.2,0,44,0.1,0.0,5.1,6.0,0.0,0.3,0.0,5.7,6.0,0.0
-6.1,4.6,3.5,7,44,0.6,0.2,5.0,8.0,0.0,0.8,0.0,5.3,6.0,0.0
-4.4,0.0,4.2,0,46,0.8,0.0,6.0,0.0,0.0,0.7,0.0,6.2,0.0,0.0
-1.4,7.1,5.4,7,44,0.2,4.7,5.6,6.0,0.0,-0.6,5.2,5.6,6.0,0.0
0.2,3.1,6.0,6,48,3.8,0.4,7.4,6.0,0.0,1.6,0.1,6.7,6.0,0.0
1.5,5.2,6.6,6,42,5.2,3.1,8.3,6.0,0.0,3.6,0.8,7.7,6.0,0.0
-1.5,9.0,5.8,8,38,-0.3,10.6,5.7,8.0,0.0,1.8,10.6,7.1,8.0,0.0
-4.7,0.0,3.3,0,44,-4.8,0.0,3.7,0.0,2.0,-2.4,0.0,4.9,0.0,1.0
-2.4,2.8,0.6,7,44,-7.2,3.0,2.6,7.0,2.0,-5.8,3.8,3.3,8.0,1.0
-7.2,12.8,4.1,7,47,-5.9,10.9,3.3,7.0,4.0,-4.4,9.6,4.2,8.0,2.0
-8.1,0.0,1.2,0,57,-8.2,0.0,2.6,0.0,12.0,-10.3,0.0,2.7,0.0,10.0
-13.8,0.3,1.5,7,55,-9.0,0.1,2.3,7.0,12.0,-12.4,0.0,1.9,0.0,10.0
-17.8,0.0,1.4,0,55,-11.6,0.1,2.1,7.0,12.0,-13.5,0.0,1.9,7.0,10.0
-15.5,0.0,0.9,0,55,-17.1,0.1,1.2,7.0,12.0,-19.2,0.0,1.1,7.0,9.0
-14.8,0.0,1.3,0,55,-14.4,0.0,1.4,0.0,12.0,-17.8,0.0,1.3,0.0,9.0
-12.8,0.0,0.8,0,53,-14.1,0.0,1.4,0.0,10.0,-17.3,0.0,1.2,0.0,9.0
-11.6,0.3,1.1,7,53,-13.9,0.0,1.6,0.0,10.0,-15.4,0.0,1.6,0.0,9.0
-8.9,0.0,0.8,0,52,-17.1,0.0,1.4,0.0,10.0,-15.9,0.0,1.5,0.0,9.0
-6.6,0.9,3.4,7,52,-10.7,0.2,2.1,7.0,10.0,-10.9,0.0,2.2,0.0,9.0
-3.6,0.1,3.1,7,52,-7.5,0.0,2.7,0.0,10.0,-8.7,0.0,2.6,7.0,8.0
2.7,0.0,3.9,0,50,-4.8,0.0,3.6,0.0,10.0,-8.6,0.0,2.9,0.0,8.0
-2.5,3.6,4.2,7,47,-2.8,8.0,4.3,7.0,9.0,-4.4,2.4,3.9,7.0,8.0
-7.3,0.0,3.3,0,50,-3.4,0.0,4.2,0.0,19.0,-3.0,0.0,4.4,0.0,11.0
-7.9,0.0,2.9,0,50,-7.3,0.0,3.2,0.0,17.0,-5.1,0.0,3.7,0.0,11.0
-1.9,0.0,2.8,0,50,-10.4,0.0,2.4,0.0,17.0,-8.7,0.0,2.8,8.0,11.0
1.6,0.0,1.5,0,50,-6.5,0.0,3.2,0.0,17.0,-6.2,0.0,3.5,8.0,11.0
-1.2,0.0,2.9,0,48,-5.1,0.0,3.6,0.0,17.0,-4.6,0.0,4.0,8.0,11.0
-3.8,0.0,3.4,0,47,-3.4,0.0,4.2,0.0,17.0,-2.8,0.0,4.5,6.0,11.0
-5.7,0.0,2.0,0,47,-3.8,0.0,3.8,7.0,16.0,-3.5,0.0,4.0,7.0,10.0
0.8,0.0,0.9,0,46,-6.4,0.0,3.3,0.0,15.0,-5.6,0.0,3.5,0.0,10.0
4.1,0.0,1.3,0,46,-10.2,0.0,2.6,0.0,15.0,-8.8,0.0,3.0,7.0,10.0
6.8,0.0,2.3,0,46,-11.6,0.0,2.2,0.0,15.0,-9.4,0.0,2.8,7.0,10.0
5.4,0.0,2.3,0,43,-11.0,0.0,2.3,0.0,15.0,-11.0,0.0,2.7,7.0,10.0
6.3,0.0,2.2,0,41,-11.5,0.0,2.4,0.0,15.0,-12.4,0.0,2.1,7.0,10.0
6.6,0.0,2.1,0,41,-10.8,0.0,2.6,0.0,15.0,-8.3,0.0,2.9,7.0,10.0
0.4,0.0,4.9,0,40,-4.8,0.0,3.6,0.0,14.0,-6.6,0.0,3.5,7.0,10.0
0.9,2.3,3.6,8,40,-2.8,0.3,4.3,7.0,14.0,-6.4,0.8,3.5,8.0,10.0
-3.0,0.0,4.8,7,40,0.1,0.2,5.6,8.0,14.0,-1.9,0.0,5.0,0.0,10.0
-3.0,0.0,4.4,0,40,-2.0,0.0,5.3,0.0,13.0,-4.8,0.0,4.4,0.0,10.0
6.2,0.0,3.4,0,39,-3.2,0.0,4.3,0.0,13.0,-3.4,0.0,4.8,0.0,10.0
5.2,0.0,6.4,0,38,-1.0,0.1,5.2,6.0,13.0,-0.8,0.0,5.7,0.0,9.0
3.6,0.0,6.3,0,37,-1.4,0.1,5.1,6.0,13.0,-2.7,0.0,4.9,0.0,9.0
1.1,0.0,6.6,0,34,1.4,0.0,6.1,0.0,13.0,-0.5,0.0,5.5,6.0,9.0
-0.5,0.0,2.6,0,32,-1.0,0.0,4.4,0.0,13.0,-1.9,0.0,4.8,0.0,9.0
-3.8,0.0,3.2,0,30,-3.9,0.0,3.7,0.0,13.0,-3.9,0.0,4.0,0.0,8.0
-5.8,0.0,3.7,0,30,-1.6,0.0,4.9,7.0,13.0,-0.2,0.0,5.2,0.0,8.0
-5.2,0.0,3.2,0,30,0.0,0.0,5.4,7.0,13.0,-0.3,0.0,5.3,7.0,8.0
-2.0,0.0,2.4,0,30,-0.6,0.1,4.6,6.0,13.0,-1.0,0.0,4.5,7.0,8.0
-6.9,0.3,3.4,7,30,0.0,0.2,5.5,8.0,13.0,-0.8,0.0,5.0,7.0,8.0
-8.3,0.0,2.3,0,30,-4.5,0.0,4.0,0.0,13.0,-3.5,0.0,4.2,0.0,7.0
-1.6,0.0,1.0,0,30,-10.0,0.0,2.4,0.0,13.0,-7.4,0.0,2.8,0.0,7.0
-2.6,0.0,1.2,0,29,-6.2,0.0,3.1,0.0,13.0,-5.7,0.0,3.5,7.0,7.0
-5.2,0.7,3.8,7,29,0.5,0.0,4.6,6.0,13.0,-1.6,0.0,4.8,7.0,7.0
-3.3,15.3,4.6,7,30,2.7,1.8,6.1,6.0,13.0,1.7,2.7,6.3,8.0,6.0
-6.8,0.0,3.3,0,42,0.1,0.0,5.4,0.0,11.0,-0.4,0.0,5.1,0.0,5.0
1.3,0.0,1.2,0,41,0.0,0.0,4.6,0.0,11.0,-1.6,0.0,4.7,0.0,5.0
0.6,0.1,4.6,6,40,1.0,0.0,5.1,0.0,10.0,-1.2,0.0,4.9,0.0,4.0
-0.3,0.0,4.8,0,40,1.8,0.0,5.5,0.0,9.0,0.0,0.0,5.7,0.0,3.0
0.7,1.1,4.6,7,40,5.6,0.2,5.0,6.0,0.0,0.3,0.3,5.6,6.0,0.0
-4.5,26.9,4.1,7,40,3.9,3.0,6.1,6.0,0.0,2.4,6.8,6.3,6.0,0.0
0.8,43.7,6.3,8,63,7.6,3.0,8.9,6.0,0.0,8.6,3.5,8.9,6.0,0.0
-2.4,15.6,5.3,7,45,4.4,4.3,6.7,6.0,0.0,5.2,1.3,6.7,6.0,0.0
-5.0,2.1,4.0,7,54,3.0,1.1,5.8,6.0,0.0,2.8,4.0,5.7,8.0,0.0
-5.8,1.4,3.9,7,59,1.8,1.2,5.7,8.0,0.0,2.4,0.4,5.9,8.0,1.0
-6.3,0.5,3.6,7,60,1.0,0.0,5.3,6.0,0.0,1.0,0.0,5.7,7.0,0.0
-5.1,0.0,3.3,0,60,1.0,0.0,5.0,7.0,0.0,0.6,0.0,5.5,7.0,0.0
-3.0,21.3,4.7,7,60,3.8,6.5,6.7,8.0,0.0,3.6,6.7,6.8,8.0,0.0
-6.0,6.0,3.7,7,80,2.8,0.2,5.3,8.0,0.0,1.9,0.0,5.6,0.0,1.0
-3.2,1.3,4.6,7,81,6.6,0.6,5.6,8.0,0.0,6.5,0.0,5.8,0.0,0.0
-1.6,0.0,5.3,0,80,7.0,0.1,6.8,6.0,0.0,7.8,0.0,7.0,6.0,0.0
0.3,0.0,6.0,7,77,5.0,0.0,7.5,0.0,0.0,6.8,0.0,8.1,0.0,0.0
3.4,0.0,5.3,0,70,4.8,0.0,6.6,0.0,0.0,5.8,0.0,7.7,0.0,0.0
3.1,1.8,5.5,6,62,9.7,0.4,7.5,6.0,0.0,7.1,0.4,8.3,6.0,0.0
2.7,21.1,7.2,8,55,10.2,5.0,8.8,6.0,0.0,10.2,2.4,9.7,6.0,0.0
-0.6,23.9,6.1,8,47,7.0,17.7,8.1,6.0,0.0,8.6,11.5,8.5,8.0,0.0
-4.2,0.8,4.5,7,58,3.1,2.9,7.1,8.0,0.0,4.3,0.1,7.2,6.0,0.0
-1.9,0.0,4.0,0,58,3.5,0.0,6.9,0.0,0.0,4.1,0.0,6.4,0.0,0.0
2.5,0.1,4.7,6,57,6.9,0.0,6.7,6.0,0.0,5.2,0.0,7.6,6.0,0.0
6.0,3.2,6.2,6,52,10.2,0.0,7.8,6.0,0.0,8.9,0.0,8.6,0.0,0.0
-1.1,13.2,5.6,8,47,6.0,4.0,8.8,6.0,0.0,5.7,4.2,8.7,6.0,0.0
0.7,0.5,6.0,7,45,5.4,0.8,7.9,6.0,0.0,5.3,1.1,8.4,6.0,0.0
4.8,1.1,5.8,6,44,6.3,4.9,8.9,6.0,0.0,5.7,11.5,8.8,6.0,0.0
0.8,0.0,6.3,0,42,6.7,0.8,9.2,6.0,0.0,6.1,2.1,9.0,6.0,0.0
-0.8,0.0,5.4,0,41,4.7,0.1,8.1,6.0,0.0,5.8,0.0,8.7,0.0,0.0
4.2,0.0,1.7,0,40,3.7,0.0,5.8,0.0,0.0,4.6,0.0,6.1,0.0,0.0
4.1,0.0,2.8,0,38,4.8,0.0,5.6,0.0,0.0,6.2,0.0,6.5,0.0,0.0
7.2,0.0,4.8,0,38,5.1,0.0,6.3,0.0,0.0,6.2,0.0,7.3,0.0,0.0
5.7,0.0,7.1,0,36,6.4,0.0,7.6,0.0,0.0,6.8,0.0,7.6,0.0,0.0
5.5,0.0,5.0,0,35,6.7,0.0,6.6,0.0,0.0,6.2,0.0,7.4,0.0,0.0
0.7,0.0,6.3,6,34,8.2,0.0,8.4,6.0,0.0,8.0,0.0,8.7,0.0,0.0
0.8,2.4,5.9,8,34,7.4,0.3,7.5,6.0,0.0,8.2,0.1,7.8,6.0,0.0
0.0,10.8,6.0,8,34,7.8,2.3,8.8,6.0,0.0,8.2,0.8,8.9,6.0,0.0
2.0,30.9,6.9,8,33,9.4,5.0,10.4,6.0,0.0,9.6,8.6,10.7,6.0,0.0
-2.6,4.1,5.3,8,30,5.7,2.4,7.5,6.0,0.0,6.3,7.9,8.2,8.0,0.0
-0.1,3.9,5.5,7,33,5.0,0.5,6.7,6.0,0.0,4.4,6.7,6.9,8.0,0.0
-2.4,4.7,5.0,7,33,5.4,3.5,7.2,8.0,0.0,5.6,4.7,7.7,6.0,0.0
-7.6,3.7,3.4,7,37,0.2,6.9,5.8,8.0,0.0,1.0,2.7,6.1,8.0,0.0
-5.0,1.8,4.0,7,40,1.8,0.6,6.2,8.0,4.0,1.7,4.4,6.4,8.0,1.0
-7.2,0.8,3.3,7,40,0.1,0.1,4.9,6.0,0.0,1.2,0.1,5.2,8.0,0.0
-4.9,2.6,3.9,7,39,2.2,0.7,5.0,8.0,0.0,2.6,0.5,5.3,8.0,0.0
-3.5,0.3,4.5,7,42,3.6,0.2,6.5,8.0,0.0,4.5,0.0,7.0,6.0,0.0
-2.1,5.6,5.2,7,42,3.4,2.0,7.2,6.0,0.0,4.6,1.0,7.6,6.0,0.0
-1.1,3.3,5.4,8,45,6.7,0.8,7.6,6.0,0.0,5.1,2.4,8.1,6.0,0.0
1.4,4.2,6.6,6,45,9.6,0.2,9.0,6.0,0.0,9.0,0.2,9.6,6.0,0.0
-1.6,4.9,5.2,8,43,7.0,3.7,7.2,6.0,0.0,7.2,2.2,7.4,8.0,0.0
-4.7,0.4,4.1,7,44,3.7,1.4,6.2,8.0,0.0,4.0,3.5,6.4,8.0,0.0
-4.4,0.7,4.1,7,44,3.8,0.5,6.3,6.0,0.0,3.6,0.0,6.3,8.0,0.0
0.0,0.6,5.9,7,44,6.8,0.3,8.1,6.0,0.0,7.1,0.0,8.3,6.0,0.0
4.0,0.0,5.7,0,44,7.5,0.0,7.3,0.0,0.0,9.5,0.0,8.4,0.0,0.0
5.4,0.0,5.1,0,41,7.6,0.0,7.5,0.0,0.0,10.0,0.0,9.0,0.0,0.0
3.2,0.2,7.1,8,40,10.3,1.2,8.3,6.0,0.0,11.4,0.0,8.3,6.0,0.0
-5.4,1.0,3.5,7,39,3.8,0.4,5.2,8.0,0.0,4.4,0.0,5.0,8.0,0.0
-4.2,26.9,4.1,8,39,4.0,11.7,6.7,8.0,0.0,4.2,4.5,6.7,8.0,0.0
-6.6,1.4,3.6,7,58,3.4,0.2,5.1,6.0,0.0,3.2,0.3,5.6,8.0,0.0
-8.0,0.0,2.3,0,58,0.4,0.0,3.7,0.0,0.0,0.5,0.0,3.7,0.0,0.0
-3.0,0.0,2.8,0,56,1.1,0.0,4.0,0.0,0.0,3.2,0.0,4.4,0.0,0.0
2.2,0.0,4.3,0,53,4.7,0.0,5.6,0.0,0.0,5.9,0.0,5.6,0.0,0.0
3.7,0.0,4.7,0,48,7.4,0.0,6.4,0.0,0.0,10.5,0.0,6.2,0.0,0.0
-3.3,1.4,5.2,8,45,5.1,5.3,7.0,8.0,0.0,6.3,4.9,6.7,6.0,0.0
-5.6,3.0,3.7,7,45,2.8,0.2,4.7,7.0,0.0,3.3,0.0,5.1,6.0,0.0
-6.0,0.0,3.1,7,47,3.3,0.0,5.0,0.0,0.0,3.7,0.0,5.1,0.0,0.0
-1.4,4.1,5.1,7,45,7.0,0.4,6.9,8.0,0.0,7.7,0.5,6.8,6.0,0.0
-7.0,3.3,3.4,7,45,1.5,0.3,4.7,7.0,0.0,2.8,0.3,4.7,8.0,0.0
-8.1,5.5,3.0,7,49,0.3,0.6,4.3,7.0,0.0,1.9,0.4,4.0,7.0,0.0
-5.2,1.2,3.8,7,55,3.2,0.0,5.6,8.0,0.0,3.8,0.0,5.3,6.0,0.0
0.6,0.0,5.0,0,55,7.0,0.0,6.9,0.0,0.0,8.6,0.0,6.6,0.0,0.0
-3.5,10.9,4.7,7,52,3.0,1.4,6.6,8.0,0.0,4.1,2.2,7.0,8.0,0.0
-6.6,1.0,3.5,7,60,0.7,0.1,5.2,7.0,0.0,1.5,0.5,5.4,8.0,0.0
-5.4,0.0,2.8,0,60,0.8,0.0,4.1,0.0,0.0,4.0,0.0,4.2,0.0,0.0
-3.9,0.4,3.1,7,59,3.1,0.0,4.3,0.0,0.0,5.0,0.0,4.3,0.0,0.0
-2.3,0.0,3.4,7,59,4.0,0.0,5.1,0.0,0.0,4.3,0.0,5.0,0.0,0.0
1.8,0.0,3.5,0,57,6.7,0.0,5.6,0.0,0.0,7.8,0.0,5.9,0.0,0.0
5.3,1.5,4.4,8,54,10.7,1.0,6.9,6.0,0.0,11.3,1.5,6.8,6.0,0.0
2.2,2.0,6.8,8,50,8.8,1.8,9.9,6.0,0.0,8.8,1.2,10.4,6.0,0.0
2.6,10.8,6.9,8,47,9.5,8.0,10.7,6.0,0.0,9.2,18.6,11.1,6.0,0.0
3.6,20.8,7.7,6,46,11.4,5.4,11.0,6.0,0.0,11.3,7.3,11.3,6.0,0.0
2.0,29.2,6.9,8,45,9.5,4.0,10.3,6.0,0.0,9.7,2.0,10.8,6.0,0.0
1.3,2.3,6.6,8,41,9.4,9.9,9.9,6.0,0.0,10.1,1.3,10.1,6.0,0.0
2.7,0.0,6.5,0,38,8.1,0.0,8.7,0.0,0.0,10.0,0.0,9.7,0.0,0.0
7.4,0.0,6.3,0,35,11.0,0.0,8.3,0.0,0.0,11.7,0.0,9.1,0.0,0.0
10.6,0.0,7.7,0,35,14.3,0.0,10.6,0.0,0.0,15.8,0.0,10.4,0.0,0.0
8.1,0.9,9.5,6,0,15.0,2.7,12.5,6.0,0.0,14.1,2.7,13.1,6.0,0.0
9.0,6.4,8.2,6,0,14.6,1.3,12.5,6.0,0.0,13.3,0.5,13.1,6.0,0.0
4.8,10.5,6.9,8,0,12.8,4.8,9.4,6.0,0.0,12.0,4.3,11.4,6.0,0.0
-1.6,1.0,5.3,7,7,4.7,0.1,6.7,6.0,0.0,5.7,0.0,6.6,0.0,0.0
-1.1,1.3,5.5,7,6,8.0,0.0,7.1,6.0,0.0,7.5,0.0,7.2,6.0,0.0
0.4,2.0,5.4,8,6,8.5,1.6,7.3,6.0,0.0,8.0,0.5,7.7,6.0,0.0
4.5,0.0,6.4,0,0,10.2,0.0,8.7,0.0,0.0,10.4,0.0,8.6,0.0,0.0
12.2,0.0,5.4,0,0,13.7,0.0,9.3,0.0,0.0,15.8,0.0,9.5,0.0,0.0
10.5,0.0,8.7,0,0,16.0,1.9,12.0,6.0,0.0,17.0,0.0,12.5,6.0,0.0
11.8,0.0,10.5,0,0,16.2,0.0,13.9,0.0,0.0,18.0,0.0,13.4,0.0,0.0
16.5,0.0,9.8,0,0,18.5,0.0,15.4,0.0,0.0,20.6,0.0,14.9,0.0,0.0
16.1,1.3,11.3,6,0,18.9,0.6,15.4,6.0,0.0,20.8,0.0,13.7,0.0,0.0
16.2,0.0,8.8,0,0,17.8,0.0,13.7,0.0,0.0,19.2,0.0,13.2,0.0,0.0
14.2,1.1,10.3,6,0,18.3,0.0,14.2,0.0,0.0,20.8,0.0,13.1,0.0,0.0
12.4,24.0,12.1,6,0,19.0,15.2,14.9,6.0,0.0,19.5,12.5,14.8,6.0,0.0
10.6,0.0,8.5,0,0,16.3,0.0,13.1,0.0,0.0,17.0,0.0,13.5,0.0,0.0
8.7,33.9,10.5,8,0,14.6,12.9,11.7,6.0,0.0,16.2,7.0,14.6,6.0,0.0
5.7,4.3,8.0,6,0,13.2,0.5,12.0,6.0,0.0,15.8,1.4,12.0,6.0,0.0
3.2,3.7,7.1,8,0,10.8,2.1,10.3,6.0,0.0,11.2,0.2,10.3,6.0,0.0
3.4,0.1,7.1,6,0,11.9,0.0,10.4,6.0,0.0,13.5,0.0,10.3,6.0,0.0
2.6,0.0,5.8,0,0,11.0,0.0,7.7,0.0,0.0,11.6,0.0,8.5,0.0,0.0
4.0,0.0,4.5,0,0,10.2,0.0,7.7,0.0,0.0,11.2,0.0,7.3,0.0,0.0
5.7,0.1,4.5,8,0,12.6,0.0,8.0,0.0,0.0,13.2,0.0,7.4,6.0,0.0
2.7,3.7,6.3,7,0,11.6,0.0,7.7,0.0,0.0,12.8,0.0,7.7,6.0,0.0
-0.1,2.4,5.9,8,4,8.7,1.1,8.7,6.0,0.0,9.1,0.0,8.0,6.0,0.0
4.4,0.0,6.1,0,0,12.8,0.0,8.1,0.0,0.0,12.5,0.0,8.4,0.0,0.0
1.2,0.0,5.8,8,0,9.7,0.0,7.7,0.0,0.0,12.1,0.1,7.3,6.0,0.0
-0.2,0.0,4.8,7,0,8.7,0.0,6.0,0.0,0.0,9.4,0.0,6.5,6.0,0.0
3.3,0.0,6.8,0,0,11.6,0.0,8.3,0.0,0.0,12.8,0.0,8.3,0.0,0.0
5.6,0.0,7.4,0,0,11.5,0.0,9.8,0.0,0.0,13.8,0.0,10.4,0.0,0.0
5.6,7.1,8.2,6,0,10.4,0.5,11.2,6.0,0.0,12.9,0.6,12.0,6.0,0.0
9.2,0.0,6.6,0,0,12.0,0.0,9.7,0.0,0.0,15.2,0.0,10.2,0.0,0.0
11.4,0.0,9.0,0,0,18.2,0.0,11.3,0.0,0.0,18.4,0.0,12.4,0.0,0.0
10.4,0.0,9.7,0,0,16.0,0.0,13.2,0.0,0.0,17.3,0.0,14.3,0.0,0.0
12.2,0.0,8.5,0,0,17.7,0.0,11.9,0.0,0.0,17.6,0.0,12.3,0.0,0.0
11.5,2.9,9.0,6,0,16.9,4.0,13.7,6.0,0.0,17.0,20.5,14.1,6.0,0.0
12.1,0.0,9.4,0,0,16.8,0.0,13.1,6.0,0.0,18.2,0.0,14.9,0.0,0.0
13.8,0.0,9.6,0,0,18.7,0.0,13.9,0.0,0.0,20.4,0.0,15.0,0.0,0.0
16.4,0.3,9.3,6,0,20.8,0.0,13.8,0.0,0.0,22.3,0.1,15.2,6.0,0.0
14.4,0.0,11.7,0,0,20.7,0.0,15.2,0.0,0.0,21.1,0.0,17.4,0.0,0.0
12.5,0.3,12.3,6,0,17.7,1.8,17.3,6.0,0.0,19.1,0.0,17.8,6.0,0.0
9.8,7.2,10.8,6,0,17.8,17.9,15.4,6.0,0.0,18.3,6.0,15.7,6.0,0.0
8.1,0.5,9.6,6,0,15.2,0.0,12.9,0.0,0.0,17.0,0.0,13.5,0.0,0.0
10.0,1.5,7.8,6,0,16.3,0.0,12.1,0.0,0.0,18.6,5.7,11.8,6.0,0.0
7.5,5.7,8.6,6,0,13.6,6.0,11.9,6.0,0.0,15.0,20.0,14.4,6.0,0.0
6.6,10.2,8.7,6,0,12.0,10.3,12.9,6.0,0.0,13.5,4.8,13.3,6.0,0.0
8.8,37.6,9.5,6,0,15.7,26.3,11.9,6.0,0.0,15.4,14.7,13.3,6.0,0.0
5.0,0.5,8.0,6,0,11.8,0.2,11.3,6.0,0.0,13.1,0.0,12.1,6.0,0.0
9.4,1.1,9.5,6,0,15.8,4.4,13.1,6.0,0.0,16.6,0.9,14.3,6.0,0.0
3.6,10.2,7.9,6,0,10.5,0.7,11.8,6.0,0.0,10.4,1.8,12.3,6.0,0.0
5.2,9.4,8.5,8,0,12.4,3.7,11.3,8.0,0.0,13.4,2.3,12.9,6.0,0.0
5.2,3.0,8.2,6,0,13.4,0.3,11.3,6.0,0.0,14.1,5.1,12.0,6.0,0.0
6.8,2.2,8.7,6,0,13.4,1.0,12.6,6.0,0.0,14.5,1.5,13.5,6.0,0.0
8.8,2.4,8.9,6,0,12.7,2.8,13.1,6.0,0.0,13.7,3.5,14.0,6.0,0.0
12.0,0.6,11.8,6,0,16.3,5.0,15.8,6.0,0.0,15.8,0.8,16.0,6.0,0.0
16.2,0.0,11.8,0,0,19.0,0.0,17.2,0.0,0.0,19.3,0.0,17.5,0.0,0.0
18.6,0.2,10.5,6,0,22.4,0.0,17.0,6.0,0.0,22.3,2.8,17.9,6.0,0.0
9.2,2.1,10.1,6,0,15.7,2.4,14.1,6.0,0.0,16.2,0.7,13.4,6.0,0.0
7.6,0.7,9.6,6,0,14.0,4.8,13.8,6.0,0.0,15.6,0.0,12.6,0.0,0.0
13.8,0.2,8.6,6,0,17.2,0.1,13.9,6.0,0.0,19.7,0.1,15.0,6.0,0.0
12.4,0.0,12.3,0,0,17.4,0.4,15.8,6.0,0.0,19.4,0.0,15.6,0.0,0.0
10.4,2.9,12.0,6,0,15.4,15.7,15.5,6.0,0.0,16.4,1.4,15.7,6.0,0.0
7.6,11.4,10.0,6,0,14.4,4.2,14.5,6.0,0.0,14.2,7.8,15.4,6.0,0.0
6.0,1.4,8.6,6,0,15.2,1.7,11.4,6.0,0.0,15.6,1.6,12.2,6.0,0.0
7.2,4.0,9.6,6,0,15.2,0.6,12.5,6.0,0.0,15.4,0.3,13.1,6.0,0.0
8.8,0.0,10.2,0,0,15.4,0.0,13.4,0.0,0.0,16.8,0.0,14.2,0.0,0.0
10.8,0.0,9.9,0,0,17.1,0.0,13.7,0.0,0.0,17.8,0.0,13.9,0.0,0.0
12.3,24.5,11.3,6,0,17.4,65.5,13.4,6.0,0.0,17.9,10.6,14.4,6.0,0.0
10.1,4.0,9.8,6,0,15.2,0.1,15.4,6.0,0.0,16.7,0.0,15.5,0.0,0.0
11.8,0.2,10.0,6,0,16.4,0.0,14.1,6.0,0.0,17.8,0.0,14.5,0.0,0.0
11.2,8.3,10.0,8,0,16.9,0.1,14.4,6.0,0.0,18.0,3.2,15.7,6.0,0.0
12.3,13.2,11.3,6,0,17.9,11.7,14.7,6.0,0.0,18.2,27.8,17.0,6.0,0.0
8.6,7.2,10.9,6,0,15.2,10.9,16.0,6.0,0.0,16.7,11.3,17.1,6.0,0.0
11.0,0.0,11.0,0,0,16.3,0.0,14.2,0.0,0.0,17.3,0.1,15.4,6.0,0.0
13.5,1.0,12.0,6,0,19.2,1.2,17.4,6.0,0.0,19.2,22.8,17.3,6.0,0.0
9.4,24.9,11.7,6,0,16.4,6.4,15.7,6.0,0.0,15.5,11.4,15.9,6.0,0.0
7.5,8.1,10.3,6,0,14.3,1.5,15.0,6.0,0.0,14.2,2.9,15.5,6.0,0.0
6.3,9.0,9.3,6,0,15.4,1.0,13.1,6.0,0.0,14.8,3.7,13.8,6.0,0.0
8.7,14.3,10.9,6,0,14.7,3.6,15.4,6.0,0.0,14.6,0.4,15.4,6.0,0.0
11.6,2.6,12.8,6,0,16.8,0.0,16.5,0.0,0.0,17.8,0.0,16.4,0.0,0.0
12.4,0.0,13.3,0,0,17.5,0.0,15.9,0.0,0.0,18.0,0.0,16.4,0.0,0.0
13.4,3.4,11.6,6,0,19.3,2.6,16.0,6.0,0.0,18.8,1.8,16.5,6.0,0.0
9.2,32.5,11.6,6,0,15.9,11.8,15.9,6.0,0.0,16.0,8.4,17.0,6.0,0.0
7.8,0.1,9.7,6,0,14.7,0.1,13.7,6.0,0.0,16.3,0.0,14.2,6.0,0.0
11.4,1.5,11.9,6,0,18.5,0.5,15.3,6.0,0.0,18.8,5.9,16.7,6.0,0.0
11.8,0.0,9.6,0,0,16.6,0.0,12.6,0.0,0.0,18.6,0.0,14.5,0.0,0.0
13.1,0.0,9.9,0,0,16.2,0.0,13.2,0.0,0.0,18.2,0.0,14.2,0.0,0.0
13.4,0.0,9.5,0,0,16.4,0.0,12.7,0.0,0.0,18.2,0.0,13.4,0.0,0.0
8.2,9.5,10.9,6,0,15.5,10.0,14.6,6.0,0.0,16.2,4.8,15.6,6.0,0.0
5.8,12.4,8.9,6,0,13.6,4.2,12.8,6.0,0.0,13.7,10.1,14.0,6.0,0.0
9.2,0.5,10.5,6,0,16.2,0.0,14.8,0.0,0.0,16.5,0.0,14.9,6.0,0.0
